Customer_Name,Last_Order_Date,Frequency,Monetary,Total_Profit,Avg_Discount,Total_Quantity,Recency,Cluster
Rob Williams,2012-08-10,4,3592.922,155.1,0.0325,71,143,0
Robert Barroso,2011-04-29,5,34398.05,10996.56,0.045000000000000005,297,612,0
Robert Dilbeck,2012-05-29,5,6232.9,1208.21,0.062,166,216,0
Robert Marley,2012-02-08,7,5860.3745,-1199.59,0.046363636363636364,199,327,0
Robert Waldorf,2011-09-08,5,9698.114,473.28999999999996,0.045714285714285714,193,480,0
Roger Barcio,2011-03-13,3,1533.01,195.48999999999998,0.05333333333333334,101,659,0
Roger Demir,2012-04-17,6,20742.67,-10187.919999999998,0.03777777777777777,148,258,0
Roland Black,2012-12-27,6,14228.586000000001,2206.8,0.03777777777777778,206,4,0
Roland Fjeld,2012-09-01,5,2804.93,368.96000000000004,0.05,129,121,0
Roland Murray,2012-09-24,4,781.02,43.13,0.052500000000000005,108,98,0
Rose O'Brian,2012-10-12,4,8584.655,2411.87,0.060000000000000005,196,80,0
Ross Baird,2010-09-27,4,5602.6345,-235.54,0.03333333333333333,129,826,0
Ross DeVincentis,2012-01-24,2,25583.82,5619.73,0.06,113,342,0
Roy Collins,2012-07-08,9,11626.160000000002,1688.5200000000002,0.048666666666666664,358,176,0
Roy French,2011-09-02,5,15290.047999999999,1236.3899999999999,0.044000000000000004,155,486,0
Roy Phan,2012-09-22,12,46546.165,-9613.990000000002,0.049444444444444444,361,100,1
Roy Skaria,2012-12-04,18,92542.153,1343.9399999999996,0.046538461538461535,773,27,1
Ruben Ausman,2012-12-19,4,17061.5965,2844.09,0.0425,224,12,0
Ruben Dartt,2012-05-08,7,46399.438,10647.93,0.038,217,237,1
Russell Applegate,2012-06-12,7,32583.0165,8981.46,0.05454545454545454,337,202,1
Russell D'Ascenzo,2012-07-23,4,928.0025,-257.36,0.0475,67,161,0
Ryan Akin,2011-03-31,3,4327.8555,594.9000000000001,0.02,127,641,0
Ryan Crowe,2012-12-02,6,8069.1415,390.28,0.06142857142857143,147,29,0
Sally Hughsby,2012-08-18,16,22820.146,1993.81,0.045238095238095244,502,135,1
Sally Knutson,2012-09-20,15,38449.29,-953.29,0.061111111111111116,842,102,1
Sally Matthias,2012-05-31,8,40273.752,6875.79,0.04,249,214,1
Sam Craven,2012-05-05,6,6401.41,-1205.52,0.059,242,240,0
Sam Zeldin,2010-11-29,4,1290.002,-15.010000000000012,0.0725,52,763,0
Sample Company A,2011-11-02,1,2484.7455,657.48,0.1,46,425,0
Sandra Flanagan,2012-09-15,7,13796.525,-3.0600000000000023,0.05363636363636364,277,107,0
Sandra Glassco,2012-12-01,9,25908.939,5127.58,0.05555555555555555,406,30,1
Sanjit Chand,2012-11-21,8,40353.994,1778.06,0.04750000000000001,290,40,1
Sanjit Engle,2012-12-17,3,1896.7,-952.6100000000001,0.05666666666666667,78,14,0
Sanjit Jacobs,2011-10-03,8,15371.42,863.6100000000001,0.02727272727272727,339,455,0
Saphhira Shifley,2012-10-09,11,13576.1455,1078.6499999999999,0.051875000000000004,468,83,1
Sara Luxemburg,2012-03-29,12,16316.5715,-196.67000000000007,0.05473684210526316,428,277,1
Sarah Bern,2012-07-01,5,629.7,-90.34,0.074,98,183,0
Sarah Brown,2012-12-04,9,10778.6705,1911.8899999999999,0.0375,331,27,0
Sarah Foster,2011-11-15,5,10735.5655,936.8299999999999,0.05600000000000001,336,412,0
Sarah Jordon,2012-09-20,5,8199.34,-798.31,0.05375,193,102,0
Scot Coram,2012-07-25,6,16775.2625,-951.7800000000003,0.051250000000000004,232,159,0
Scot Wooten,2012-11-28,3,1635.65,125.3,0.09666666666666668,59,33,0
Scott Cohen,2012-09-03,9,29811.3505,689.3800000000001,0.04583333333333334,240,119,0
Scott Williamson,2011-12-20,2,852.11,-450.4,0.05333333333333334,133,377,0
Sean Braxton,2012-03-28,6,17969.387000000002,365.94,0.04666666666666667,202,278,0
Sean Christensen,2011-09-04,6,12361.165500000001,1533.1299999999999,0.04375,221,484,0
Sean Miller,2012-12-09,6,28271.0575,5581.57,0.039,248,22,0
Sean O'Donnell,2012-09-14,10,11506.3625,2411.67,0.04625,454,108,1
Sean Wendt,2012-07-17,8,18947.68,1508.19,0.06777777777777777,171,167,0
Seth Vernon,2012-03-04,6,38977.811,148.8599999999999,0.055,352,302,0
Shahid Collister,2012-03-16,2,11728.453,2137.96,0.04,153,290,0
Shahid Hopkins,2012-08-20,6,4605.224,360.09000000000003,0.025555555555555557,255,133,0
Shahid Shariari,2012-11-22,14,29786.8295,-445.9700000000001,0.04,495,39,1
Sharelle Roach,2010-10-26,3,4735.263999999999,1304.62,0.04,96,797,0
Shaun Chance,2011-10-21,9,12748.137999999999,1867.1899999999998,0.05090909090909091,237,437,0
Shaun Weien,2012-05-10,4,11813.18,2024.0600000000002,0.04125,223,235,0
Sheri Gordon,2012-10-20,6,22900.1275,3789.33,0.04750000000000001,389,72,1
Shirley Daniels,2012-09-17,2,12897.490000000002,1806.36,0.04,132,105,0
Shirley Jackson,2011-10-10,5,5333.764,671.12,0.0325,223,448,0
Shirley Schmidt,2012-12-29,3,7054.7155,-460.56000000000006,0.05,159,2,0
Shui Tom,2012-04-23,4,27672.440000000002,7138.59,0.042222222222222223,252,252,0
Sibella Parks,2012-08-29,10,17557.869,2869.23,0.037142857142857144,372,124,1
Skye Norling,2012-01-20,5,11710.830000000002,2232.49,0.04555555555555556,300,346,0
Sonia Cooley,2012-08-22,5,10086.07,-2881.2799999999997,0.044,167,131,0
Sonia Sunley,2012-06-25,16,44248.829,3683.9199999999996,0.05615384615384615,635,189,1
Speros Goranitis,2012-10-07,7,12539.34,1686.17,0.07125,158,85,0
Stefania Perrino,2012-09-11,5,12332.5095,1660.38,0.030000000000000002,194,111,0
Stefanie Holloman,2011-08-09,2,8451.078,-39.93999999999999,0.05333333333333332,75,510,0
Stephanie Phelps,2012-11-28,6,25071.544,5391.74,0.049999999999999996,261,33,0
Stephanie Ulpright,2012-09-30,5,27898.8725,970.6199999999999,0.06636363636363636,273,92,0
Steve Carroll,2012-08-03,5,7032.479,585.9200000000001,0.05,227,150,0
Steve Chapman,2012-11-07,8,42872.99,7572.17,0.04875,378,54,1
Steve Nguyen,2012-11-16,13,23642.811999999998,3562.8399999999997,0.04,509,45,1
Steven Cartwright,2012-05-18,4,3821.6980000000003,-1102.8999999999999,0.05800000000000001,174,227,0
Steven Roelle,2012-07-31,6,21108.357500000002,-3370.4299999999994,0.041666666666666664,322,153,0
Steven Ward,2011-11-26,7,20241.5,7366.11,0.03428571428571429,167,401,0
Stewart Carmichael,2010-12-28,2,1134.88,-88.97,0.060000000000000005,54,734,0
Stewart Visinsky,2012-09-23,6,8284.9355,27.84999999999998,0.05714285714285715,104,99,0
Stuart Calhoun,2011-09-18,6,18745.6415,1579.36,0.042222222222222223,218,470,0
Stuart Van,2012-12-13,5,14040.89,529.7700000000001,0.045714285714285714,177,18,0
Sue Ann Reed,2011-12-11,5,6922.817,897.3900000000001,0.0625,230,386,0
Sung Chung,2012-12-10,4,9900.2845,2542.23,0.0325,242,21,0
Sung Pak,2012-12-21,8,20346.156000000003,3863.4500000000003,0.06125,234,10,0
Sung Shariari,2012-07-03,7,4984.61,574.29,0.051000000000000004,216,181,0
Susan Gilcrest,2011-08-15,3,5709.4845000000005,1638.03,0.05,150,504,0
Susan MacKendrick,2010-12-29,3,24129.84,3754.54,0.043333333333333335,273,733,0
Susan Pistek,2012-07-30,6,9169.238,1528.34,0.065,109,154,0
Susan Vittorini,2012-09-16,11,19146.37,2917.54,0.04428571428571428,325,106,1
Suzanne McNair,2012-09-05,8,21327.178,3184.0299999999997,0.05909090909090909,227,117,0
Sylvia Foulston,2012-10-12,18,88875.7575,5141.9,0.0725,707,80,1
Tamara Chand,2012-06-16,5,7676.209999999999,-2455.04,0.043333333333333335,196,198,0
Tamara Dahlen,2012-03-11,7,27294.229,-453.66999999999996,0.05333333333333334,213,295,0
Tamara Manning,2012-11-19,7,33139.6535,4538.64,0.049999999999999996,282,42,1
Tamara Willingham,2012-03-28,10,30495.554,-9238.289999999999,0.045625,384,278,0
Tanja Norvell,2012-09-16,15,37446.559,2203.7200000000003,0.05045454545454546,575,106,1
Ted Butterfield,2010-01-24,1,2531.272,341.27,0.07500000000000001,89,1072,0
Ted Trevino,2012-04-29,5,8520.814,275.34999999999997,0.06166666666666667,111,246,0
Thais Sissman,2012-04-13,12,22675.454999999998,-994.44,0.056190476190476187,473,262,1
Thea Hendricks,2012-09-03,5,7459.0475,653.85,0.03875,192,119,0
Thea Hudgings,2012-12-16,8,8085.06,345.64,0.061111111111111116,309,15,0
Theone Pippenger,2012-10-04,7,15223.730000000001,-1400.14,0.07181818181818182,299,88,0
Theresa Coyne,2012-11-08,3,8019.349999999999,390.21,0.054000000000000006,140,53,0
Theresa Swint,2012-12-30,13,13119.31,-431.3999999999999,0.057499999999999996,474,1,1
Thomas Boland,2012-06-08,7,14160.6725,1086.8600000000001,0.060000000000000005,229,206,0
Thomas Brumley,2012-08-10,5,8819.5645,-287.53,0.05285714285714286,164,143,0
Thomas Seio,2011-04-11,3,12864.07,1419.29,0.03428571428571429,194,630,0
Thomas Thornton,2012-06-11,7,11081.0615,2141.88,0.049,280,203,0
Tiffany House,2010-07-28,1,617.92,-90.21000000000001,0.06,17,887,0
Tim Brockman,2010-12-15,7,23653.516499999998,3966.74,0.042222222222222223,263,747,0
Tim Taslimi,2012-08-27,6,12331.7925,1083.38,0.045714285714285714,183,126,0
Toby Braunhardt,2009-08-15,1,1060.342,-1.2999999999999972,0.07333333333333335,89,1234,0
Toby Carlisle,2012-09-16,6,15070.041,3826.0899999999997,0.075,154,106,0
Toby Grace,2012-09-24,5,18129.8615,6324.2,0.041666666666666664,153,98,0
Toby Knight,2012-02-15,4,4873.847,409.90999999999997,0.03142857142857143,137,320,0
Toby Swindell,2012-02-11,7,13089.786,-1624.96,0.04125,329,324,0
Todd Boyes,2012-09-13,9,33070.6105,8070.969999999999,0.051176470588235295,471,109,1
Todd Sumrall,2011-12-24,2,3226.9795,-42.2,0.045,54,373,0
Tom Ashbrook,2011-02-11,3,12422.871,2018.6800000000003,0.05,216,689,0
Tom Boeckenhauer,2012-10-18,7,10719.979,1384.0200000000002,0.0625,218,74,0
Tom Prescott,2012-11-11,11,8761.64,-719.88,0.055,274,50,0
Tom Stivers,2012-05-07,10,16842.6915,3067.8599999999997,0.04071428571428572,423,238,1
Tom Zandusky,2012-11-25,3,5186.99,81.23000000000002,0.064,76,36,0
Tonja Turnell,2012-09-16,11,45788.67,5748.97,0.03785714285714286,395,106,1
Tony Chapman,2012-03-22,5,41020.627,776.53,0.0575,241,284,0
Tony Molinari,2012-12-30,6,12002.08,-1093.74,0.047,280,1,0
Tony Sayre,2012-12-16,16,29860.555,3745.75,0.04758620689655173,687,15,1
Tracy Blumstein,2012-02-17,5,13049.6585,2033.96,0.043,247,318,0
Tracy Collins,2012-06-10,11,28834.656,7432.88,0.051666666666666666,456,204,1
Tracy Hopkins,2012-03-19,5,11853.5175,1891.07,0.06,202,287,0
Tracy Poddar,2012-09-09,10,9212.673999999999,2450.48,0.0625,231,113,0
Tracy Zic,2012-11-19,4,19018.65,2791.79,0.0475,180,42,0
Troy Blackwell,2012-09-29,9,26184.5915,4780.76,0.042,441,93,1
Troy Staebel,2012-08-20,7,8422.81,-916.2,0.053076923076923084,262,133,0
Trudy Bell,2011-08-05,8,3948.658,99.33999999999995,0.042222222222222223,276,514,0
Trudy Brown,2011-04-15,6,4784.589999999999,761.2099999999999,0.045,256,626,0
Trudy Schmidt,2012-06-11,5,5428.99,1033.8,0.05285714285714286,169,203,0
Valerie Dominguez,2012-08-17,7,7052.120000000001,787.0,0.05,262,136,0
Valerie Mitchum,2012-09-24,4,12911.4315,2430.31,0.06,196,98,0
Valerie Takahito,2012-09-23,11,39517.0705,7936.08,0.04684210526315789,476,99,1
Vicky Freymann,2012-08-30,6,20949.488,3647.23,0.05666666666666667,224,123,0
Victor Price,2012-06-24,5,6329.3885,1059.05,0.05666666666666667,78,190,0
Victoria Brennan,2012-08-13,8,9011.42,1380.97,0.04363636363636363,251,140,0
Victoria Pisteka,2012-04-09,10,19614.363,3597.94,0.051666666666666666,478,266,1
Victoria Wilson,2012-09-13,8,42960.68,3926.0899999999997,0.049375,463,109,1
Vivek Gonzalez,2011-12-02,5,7054.69,-726.23,0.04833333333333333,107,395,0
Vivek Grady,2012-11-20,12,27147.0255,3123.55,0.05652173913043478,552,41,1
Vivek Sundaresam,2012-12-14,8,12155.528,-1474.58,0.065,170,17,0
Vivian Mathis,2012-11-06,11,29420.89,1705.8899999999999,0.04733333333333333,359,55,1
William Brown,2012-12-20,15,38872.590000000004,5886.45,0.04086956521739131,555,11,1
Xylona Price,2012-12-06,7,18037.0855,1124.2199999999998,0.04285714285714286,374,25,0
Yana Sorensen,2012-08-20,6,1987.1599999999999,-261.53,0.03666666666666667,153,133,0
Yoseph Carroll,2012-10-18,7,10535.318,744.6700000000001,0.05444444444444444,276,74,0
